,Ticker,Expires,Data_Date
295597,GIII,"Jun 17, 2016","Feb 18, 2016"
295629,GIII,"Sep 16, 2016","Feb 18, 2016"
305561,GNW,"Feb 19, 2016","Feb 18, 2016"
305589,GNW,"Feb 26, 2016","Feb 18, 2016"
305617,GNW,"Mar 04, 2016","Feb 18, 2016"
305637,GNW,"Mar 11, 2016","Feb 18, 2016"
305657,GNW,"Mar 18, 2016","Feb 18, 2016"
305699,GNW,"Mar 24, 2016","Feb 18, 2016"
305719,GNW,"Apr 01, 2016","Feb 18, 2016"
305735,GNW,"Jun 17, 2016","Feb 18, 2016"
305767,GNW,"Sep 16, 2016","Feb 18, 2016"
305793,GNW,"Jan 20, 2017","Feb 18, 2016"
305821,GNW,"Jan 19, 2018","Feb 18, 2016"
315409,GRPN,"Feb 19, 2016","Feb 18, 2016"
315433,GRPN,"Feb 26, 2016","Feb 18, 2016"
315457,GRPN,"Mar 04, 2016","Feb 18, 2016"
315481,GRPN,"Mar 11, 2016","Feb 18, 2016"
315505,GRPN,"Mar 18, 2016","Feb 18, 2016"
315533,GRPN,"Mar 24, 2016","Feb 18, 2016"
315557,GRPN,"Apr 01, 2016","Feb 18, 2016"
315581,GRPN,"Apr 15, 2016","Feb 18, 2016"
315611,GRPN,"Jul 15, 2016","Feb 18, 2016"
315639,GRPN,"Jan 20, 2017","Feb 18, 2016"
315667,GRPN,"Jan 19, 2018","Feb 18, 2016"
315691,GRUB,"Feb 19, 2016","Feb 18, 2016"
315713,GRUB,"Mar 18, 2016","Feb 18, 2016"
315743,GRUB,"Jun 17, 2016","Feb 18, 2016"
315775,GRUB,"Sep 16, 2016","Feb 18, 2016"
315801,GRUB,"Jan 20, 2017","Feb 18, 2016"
315831,GRUB,"Jan 19, 2018","Feb 18, 2016"
318773,GTLS,"Feb 19, 2016","Feb 18, 2016"
318797,GTLS,"Mar 18, 2016","Feb 18, 2016"
318823,GTLS,"Jun 17, 2016","Feb 18, 2016"
318841,GTLS,"Sep 16, 2016","Feb 18, 2016"
318861,GTN,"Feb 19, 2016","Feb 18, 2016"
318883,GTN,"Mar 18, 2016","Feb 18, 2016"
318903,GTN,"May 20, 2016","Feb 18, 2016"
318923,GTN,"Aug 19, 2016","Feb 18, 2016"
319013,GTT,"Feb 19, 2016","Feb 18, 2016"
319027,GTT,"Mar 18, 2016","Feb 18, 2016"
319049,GTT,"May 20, 2016","Feb 18, 2016"
319065,GTT,"Aug 19, 2016","Feb 18, 2016"
326445,HCCI,"Feb 19, 2016","Feb 18, 2016"
326467,HCCI,"Mar 18, 2016","Feb 18, 2016"
326479,HCCI,"May 20, 2016","Feb 18, 2016"
326497,HCCI,"Aug 19, 2016","Feb 18, 2016"
336383,HLX,"Feb 19, 2016","Feb 18, 2016"
336403,HLX,"Mar 18, 2016","Feb 18, 2016"
336445,HLX,"Jun 17, 2016","Feb 18, 2016"
336471,HLX,"Sep 16, 2016","Feb 18, 2016"
336883,HMSY,"Feb 19, 2016","Feb 18, 2016"
336903,HMSY,"Mar 18, 2016","Feb 18, 2016"
336925,HMSY,"Jun 17, 2016","Feb 18, 2016"
336941,HMSY,"Sep 16, 2016","Feb 18, 2016"
341455,HQY,"Feb 19, 2016","Feb 18, 2016"
341473,HQY,"Mar 18, 2016","Feb 18, 2016"
341503,HQY,"Jun 17, 2016","Feb 18, 2016"
341521,HQY,"Sep 16, 2016","Feb 18, 2016"
342321,HRTX,"Feb 19, 2016","Feb 18, 2016"
342349,HRTX,"Mar 18, 2016","Feb 18, 2016"
342389,HRTX,"Jun 17, 2016","Feb 18, 2016"
342423,HRTX,"Sep 16, 2016","Feb 18, 2016"
342449,HRTX,"Jan 20, 2017","Feb 18, 2016"
342485,HRTX,"Jan 19, 2018","Feb 18, 2016"
342887,HSC,"Feb 19, 2016","Feb 18, 2016"
342899,HSC,"Mar 18, 2016","Feb 18, 2016"
342907,HSC,"Apr 15, 2016","Feb 18, 2016"
342925,HSC,"Jul 15, 2016","Feb 18, 2016"
345451,HUBS,"Feb 19, 2016","Feb 18, 2016"
345469,HUBS,"Mar 18, 2016","Feb 18, 2016"
345487,HUBS,"Jun 17, 2016","Feb 18, 2016"
345505,HUBS,"Sep 16, 2016","Feb 18, 2016"
354577,ICPT,"Feb 19, 2016","Feb 18, 2016"
354791,ICPT,"Feb 26, 2016","Feb 18, 2016"
354983,ICPT,"Mar 04, 2016","Feb 18, 2016"
355141,ICPT,"Mar 11, 2016","Feb 18, 2016"
355291,ICPT,"Mar 18, 2016","Feb 18, 2016"
355429,ICPT,"Mar 24, 2016","Feb 18, 2016"
355581,ICPT,"Apr 01, 2016","Feb 18, 2016"
355721,ICPT,"Apr 15, 2016","Feb 18, 2016"
355779,ICPT,"Jun 17, 2016","Feb 18, 2016"
355873,ICPT,"Sep 16, 2016","Feb 18, 2016"
355929,ICPT,"Jan 20, 2017","Feb 18, 2016"
361581,IIVI,"Feb 19, 2016","Feb 18, 2016"
361605,IIVI,"Mar 18, 2016","Feb 18, 2016"
361619,IIVI,"Apr 15, 2016","Feb 18, 2016"
361643,IIVI,"Jul 15, 2016","Feb 18, 2016"
366029,IMMU,"Feb 19, 2016","Feb 18, 2016"
366059,IMMU,"Mar 18, 2016","Feb 18, 2016"
366081,IMMU,"May 20, 2016","Feb 18, 2016"
366107,IMMU,"Aug 19, 2016","Feb 18, 2016"
366133,IMMU,"Jan 20, 2017","Feb 18, 2016"
366157,IMMU,"Jan 19, 2018","Feb 18, 2016"
366739,INCY,"Feb 19, 2016","Feb 18, 2016"
366815,INCY,"Mar 18, 2016","Feb 18, 2016"
366903,INCY,"Jun 17, 2016","Feb 18, 2016"
366987,INCY,"Sep 16, 2016","Feb 18, 2016"
367045,INCY,"Dec 16, 2016","Feb 18, 2016"
367137,INCY,"Jan 19, 2018","Feb 18, 2016"
368581,INGN,"Feb 19, 2016","Feb 18, 2016"
368599,INGN,"Mar 18, 2016","Feb 18, 2016"
368617,INGN,"Jun 17, 2016","Feb 18, 2016"
368637,INGN,"Sep 16, 2016","Feb 18, 2016"
369325,INSM,"Feb 19, 2016","Feb 18, 2016"
369399,INSM,"Mar 18, 2016","Feb 18, 2016"
369443,INSM,"May 20, 2016","Feb 18, 2016"
369513,INSM,"Aug 19, 2016","Feb 18, 2016"
369575,INSM,"Jan 20, 2017","Feb 18, 2016"
372931,IONS,"Feb 19, 2016","Feb 18, 2016"
373099,IONS,"Feb 26, 2016","Feb 18, 2016"
373259,IONS,"Mar 04, 2016","Feb 18, 2016"
373363,IONS,"Mar 11, 2016","Feb 18, 2016"
373465,IONS,"Mar 18, 2016","Feb 18, 2016"
373537,IONS,"Mar 24, 2016","Feb 18, 2016"
373627,IONS,"Apr 01, 2016","Feb 18, 2016"
373711,IONS,"Apr 15, 2016","Feb 18, 2016"
373797,IONS,"Jul 15, 2016","Feb 18, 2016"
373883,IONS,"Jan 20, 2017","Feb 18, 2016"
373935,IONS,"Jan 19, 2018","Feb 18, 2016"
375519,IPHI,"Feb 19, 2016","Feb 18, 2016"
375539,IPHI,"Mar 18, 2016","Feb 18, 2016"
375555,IPHI,"Apr 15, 2016","Feb 18, 2016"
375573,IPHI,"Jul 15, 2016","Feb 18, 2016"
376661,IRDM,"Feb 19, 2016","Feb 18, 2016"
376673,IRDM,"Mar 18, 2016","Feb 18, 2016"
376683,IRDM,"Apr 15, 2016","Feb 18, 2016"
376693,IRDM,"Jul 15, 2016","Feb 18, 2016"
376909,IRWD,"Feb 19, 2016","Feb 18, 2016"
376927,IRWD,"Mar 18, 2016","Feb 18, 2016"
376941,IRWD,"May 20, 2016","Feb 18, 2016"
376959,IRWD,"Aug 19, 2016","Feb 18, 2016"
379997,ITCI,"Feb 19, 2016","Feb 18, 2016"
380031,ITCI,"Mar 18, 2016","Feb 18, 2016"
380055,ITCI,"May 20, 2016","Feb 18, 2016"
380085,ITCI,"Jul 15, 2016","Feb 18, 2016"
380101,ITCI,"Aug 19, 2016","Feb 18, 2016"
416595,KOP,"Feb 19, 2016","Feb 18, 2016"
416617,KOP,"Mar 18, 2016","Feb 18, 2016"
416637,KOP,"Jun 17, 2016","Feb 18, 2016"
416655,KOP,"Sep 16, 2016","Feb 18, 2016"
417867,KRA,"Feb 19, 2016","Feb 18, 2016"
417887,KRA,"Mar 18, 2016","Feb 18, 2016"
417901,KRA,"Apr 15, 2016","Feb 18, 2016"
417919,KRA,"Jul 15, 2016","Feb 18, 2016"
420547,KTOS,"Feb 19, 2016","Feb 18, 2016"
420557,KTOS,"Mar 18, 2016","Feb 18, 2016"
420563,KTOS,"May 20, 2016","Feb 18, 2016"
420569,KTOS,"Aug 19, 2016","Feb 18, 2016"
423919,LC,"Feb 19, 2016","Feb 18, 2016"
423961,LC,"Mar 18, 2016","Feb 18, 2016"
423993,LC,"Apr 15, 2016","Feb 18, 2016"
424043,LC,"Jul 15, 2016","Feb 18, 2016"
424095,LC,"Jan 20, 2017","Feb 18, 2016"
424121,LC,"Jan 19, 2018","Feb 18, 2016"
426431,LGND,"Feb 19, 2016","Feb 18, 2016"
426481,LGND,"Mar 18, 2016","Feb 18, 2016"
426523,LGND,"May 20, 2016","Feb 18, 2016"
426573,LGND,"Aug 19, 2016","Feb 18, 2016"
427657,LITE,"Feb 19, 2016","Feb 18, 2016"
427673,LITE,"Mar 18, 2016","Feb 18, 2016"
427695,LITE,"Jun 17, 2016","Feb 18, 2016"
427717,LITE,"Sep 16, 2016","Feb 18, 2016"
436749,LPI,"Feb 19, 2016","Feb 18, 2016"
436781,LPI,"Mar 18, 2016","Feb 18, 2016"
436809,LPI,"Apr 15, 2016","Feb 18, 2016"
436861,LPI,"Jul 15, 2016","Feb 18, 2016"
436907,LPI,"Jan 20, 2017","Feb 18, 2016"
436927,LPI,"Jan 19, 2018","Feb 18, 2016"
437525,LPSN,"Feb 19, 2016","Feb 18, 2016"
437535,LPSN,"Mar 18, 2016","Feb 18, 2016"
437543,LPSN,"Apr 15, 2016","Feb 18, 2016"
437557,LPSN,"Jul 15, 2016","Feb 18, 2016"
438811,LSCC,"Feb 19, 2016","Feb 18, 2016"
438819,LSCC,"Mar 18, 2016","Feb 18, 2016"
438827,LSCC,"Jun 17, 2016","Feb 18, 2016"
438833,LSCC,"Sep 16, 2016","Feb 18, 2016"
439089,LTRPA,"Feb 19, 2016","Feb 18, 2016"
439105,LTRPA,"Mar 18, 2016","Feb 18, 2016"
439119,LTRPA,"Apr 15, 2016","Feb 18, 2016"
439133,LTRPA,"Jul 15, 2016","Feb 18, 2016"
447321,MAT,"Feb 19, 2016","Feb 18, 2016"
447385,MAT,"Feb 26, 2016","Feb 18, 2016"
447415,MAT,"Mar 04, 2016","Feb 18, 2016"
447467,MAT,"Mar 11, 2016","Feb 18, 2016"
447519,MAT,"Mar 18, 2016","Feb 18, 2016"
447565,MAT,"Mar 24, 2016","Feb 18, 2016"
447619,MAT,"Apr 01, 2016","Feb 18, 2016"
447681,MAT,"Apr 15, 2016","Feb 18, 2016"
447735,MAT,"Jul 15, 2016","Feb 18, 2016"
447797,MAT,"Jan 20, 2017","Feb 18, 2016"
447829,MAT,"Jan 19, 2018","Feb 18, 2016"
450069,MBUU,"Feb 19, 2016","Feb 18, 2016"
450089,MBUU,"Mar 18, 2016","Feb 18, 2016"
450109,MBUU,"May 20, 2016","Feb 18, 2016"
450131,MBUU,"Aug 19, 2016","Feb 18, 2016"
452511,MCRN,"Feb 19, 2016","Feb 18, 2016"
452521,MCRN,"Mar 18, 2016","Feb 18, 2016"
452533,MCRN,"Jun 17, 2016","Feb 18, 2016"
452545,MCRN,"Sep 16, 2016","Feb 18, 2016"
453169,MDCO,"Feb 19, 2016","Feb 18, 2016"
453227,MDCO,"Mar 18, 2016","Feb 18, 2016"
453291,MDCO,"Apr 15, 2016","Feb 18, 2016"
453367,MDCO,"Jul 15, 2016","Feb 18, 2016"
453443,MDCO,"Jan 20, 2017","Feb 18, 2016"
453477,MDCO,"Jan 19, 2018","Feb 18, 2016"
454057,MDR,"Feb 19, 2016","Feb 18, 2016"
454089,MDR,"Mar 18, 2016","Feb 18, 2016"
454115,MDR,"May 20, 2016","Feb 18, 2016"
454147,MDR,"Aug 19, 2016","Feb 18, 2016"
454171,MDR,"Jan 20, 2017","Feb 18, 2016"
461405,MGNX,"Feb 19, 2016","Feb 18, 2016"
461423,MGNX,"Mar 18, 2016","Feb 18, 2016"
461437,MGNX,"Apr 15, 2016","Feb 18, 2016"
461453,MGNX,"Jul 15, 2016","Feb 18, 2016"
463311,MIK,"Feb 19, 2016","Feb 18, 2016"
463329,MIK,"Mar 18, 2016","Feb 18, 2016"
463345,MIK,"Jun 17, 2016","Feb 18, 2016"
463359,MIK,"Sep 16, 2016","Feb 18, 2016"
469813,MNTA,"Feb 19, 2016","Feb 18, 2016"
469855,MNTA,"Mar 18, 2016","Feb 18, 2016"
469925,MNTA,"Jun 17, 2016","Feb 18, 2016"
469989,MNTA,"Sep 16, 2016","Feb 18, 2016"
472595,MOD,"Feb 19, 2016","Feb 18, 2016"
472611,MOD,"Mar 18, 2016","Feb 18, 2016"
472621,MOD,"May 20, 2016","Feb 18, 2016"
472633,MOD,"Aug 19, 2016","Feb 18, 2016"
472863,MOH,"Feb 19, 2016","Feb 18, 2016"
472887,MOH,"Mar 18, 2016","Feb 18, 2016"
472919,MOH,"Jun 17, 2016","Feb 18, 2016"
472947,MOH,"Sep 16, 2016","Feb 18, 2016"
479285,MRTX,"Feb 19, 2016","Feb 18, 2016"
479301,MRTX,"Mar 18, 2016","Feb 18, 2016"
479329,MRTX,"Jun 17, 2016","Feb 18, 2016"
479347,MRTX,"Sep 16, 2016","Feb 18, 2016"
483559,MTDR,"Feb 19, 2016","Feb 18, 2016"
483581,MTDR,"Mar 18, 2016","Feb 18, 2016"
483603,MTDR,"Jun 17, 2016","Feb 18, 2016"
483627,MTDR,"Sep 16, 2016","Feb 18, 2016"
484785,MTRX,"Feb 19, 2016","Feb 18, 2016"
484809,MTRX,"Mar 18, 2016","Feb 18, 2016"
484833,MTRX,"May 20, 2016","Feb 18, 2016"
484847,MTRX,"Aug 19, 2016","Feb 18, 2016"
484949,MTSI,"Feb 19, 2016","Feb 18, 2016"
484969,MTSI,"Mar 18, 2016","Feb 18, 2016"
484985,MTSI,"May 20, 2016","Feb 18, 2016"
485001,MTSI,"Aug 19, 2016","Feb 18, 2016"
485081,MTW,"Feb 19, 2016","Feb 18, 2016"
485129,MTW,"Mar 18, 2016","Feb 18, 2016"
485187,MTW,"Jun 17, 2016","Feb 18, 2016"
485243,MTW,"Sep 16, 2016","Feb 18, 2016"
485297,MTW,"Jan 20, 2017","Feb 18, 2016"
485321,MTW,"Jan 19, 2018","Feb 18, 2016"
485615,MU,"Feb 19, 2016","Feb 18, 2016"
485691,MU,"Feb 26, 2016","Feb 18, 2016"
485767,MU,"Mar 04, 2016","Feb 18, 2016"
485841,MU,"Mar 11, 2016","Feb 18, 2016"
485913,MU,"Mar 18, 2016","Feb 18, 2016"
485959,MU,"Mar 24, 2016","Feb 18, 2016"
486031,MU,"Apr 01, 2016","Feb 18, 2016"
486103,MU,"Apr 15, 2016","Feb 18, 2016"
486165,MU,"Jul 15, 2016","Feb 18, 2016"
486221,MU,"Jan 20, 2017","Feb 18, 2016"
486259,MU,"Jan 19, 2018","Feb 18, 2016"
489471,MXL,"Feb 19, 2016","Feb 18, 2016"
489493,MXL,"Mar 18, 2016","Feb 18, 2016"
489511,MXL,"Jun 17, 2016","Feb 18, 2016"
489531,MXL,"Sep 16, 2016","Feb 18, 2016"
490677,MYL,"Feb 19, 2016","Feb 18, 2016"
490815,MYL,"Feb 26, 2016","Feb 18, 2016"
490931,MYL,"Mar 04, 2016","Feb 18, 2016"
491033,MYL,"Mar 11, 2016","Feb 18, 2016"
491135,MYL,"Mar 18, 2016","Feb 18, 2016"
491171,MYL,"Mar 24, 2016","Feb 18, 2016"
491275,MYL,"Apr 01, 2016","Feb 18, 2016"
491367,MYL,"Apr 15, 2016","Feb 18, 2016"
491409,MYL,"Jul 15, 2016","Feb 18, 2016"
491449,MYL,"Jan 20, 2017","Feb 18, 2016"
491513,MYL,"Jan 19, 2018","Feb 18, 2016"
492631,NAV,"Feb 19, 2016","Feb 18, 2016"
492691,NAV,"Feb 26, 2016","Feb 18, 2016"
492755,NAV,"Mar 04, 2016","Feb 18, 2016"
492817,NAV,"Mar 11, 2016","Feb 18, 2016"
492879,NAV,"Mar 18, 2016","Feb 18, 2016"
492909,NAV,"Mar 24, 2016","Feb 18, 2016"
492971,NAV,"Apr 01, 2016","Feb 18, 2016"
493035,NAV,"Apr 15, 2016","Feb 18, 2016"
493105,NAV,"Jul 15, 2016","Feb 18, 2016"
493159,NAV,"Jan 20, 2017","Feb 18, 2016"
493201,NAV,"Jan 19, 2018","Feb 18, 2016"
493479,NBIX,"Feb 19, 2016","Feb 18, 2016"
493555,NBIX,"Mar 18, 2016","Feb 18, 2016"
493631,NBIX,"May 20, 2016","Feb 18, 2016"
493711,NBIX,"Jun 17, 2016","Feb 18, 2016"
493779,NBIX,"Aug 19, 2016","Feb 18, 2016"
509749,NKTR,"Feb 19, 2016","Feb 18, 2016"
509805,NKTR,"Mar 18, 2016","Feb 18, 2016"
509855,NKTR,"May 20, 2016","Feb 18, 2016"
509911,NKTR,"Aug 19, 2016","Feb 18, 2016"
509967,NKTR,"Dec 16, 2016","Feb 18, 2016"
511599,NMIH,"Feb 19, 2016","Feb 18, 2016"
511609,NMIH,"Mar 18, 2016","Feb 18, 2016"
511619,NMIH,"Jun 17, 2016","Feb 18, 2016"
511629,NMIH,"Sep 16, 2016","Feb 18, 2016"
512525,NOG,"Feb 19, 2016","Feb 18, 2016"
512541,NOG,"Mar 18, 2016","Feb 18, 2016"
512565,NOG,"Jun 17, 2016","Feb 18, 2016"
512587,NOG,"Sep 16, 2016","Feb 18, 2016"
514779,NR,"Feb 19, 2016","Feb 18, 2016"
514787,NR,"Mar 18, 2016","Feb 18, 2016"
514799,NR,"Jun 17, 2016","Feb 18, 2016"
514807,NR,"Sep 16, 2016","Feb 18, 2016"
519617,NTGR,"Feb 19, 2016","Feb 18, 2016"
519667,NTGR,"Mar 18, 2016","Feb 18, 2016"
519735,NTGR,"Jun 17, 2016","Feb 18, 2016"
519801,NTGR,"Sep 16, 2016","Feb 18, 2016"
520155,NTRA,"Feb 19, 2016","Feb 18, 2016"
520169,NTRA,"Mar 18, 2016","Feb 18, 2016"
520181,NTRA,"Apr 15, 2016","Feb 18, 2016"
520197,NTRA,"Jul 15, 2016","Feb 18, 2016"
524409,NVCR,"Feb 19, 2016","Feb 18, 2016"
524427,NVCR,"Mar 18, 2016","Feb 18, 2016"
524443,NVCR,"Apr 15, 2016","Feb 18, 2016"
524455,NVCR,"Jun 17, 2016","Feb 18, 2016"
524471,NVCR,"Sep 16, 2016","Feb 18, 2016"
526003,NVTA,"Feb 19, 2016","Feb 18, 2016"
526013,NVTA,"Mar 18, 2016","Feb 18, 2016"
526023,NVTA,"Jun 17, 2016","Feb 18, 2016"
526035,NVTA,"Sep 16, 2016","Feb 18, 2016"
529893,OAS,"Feb 19, 2016","Feb 18, 2016"
529965,OAS,"Mar 18, 2016","Feb 18, 2016"
530001,OAS,"May 20, 2016","Feb 18, 2016"
530063,OAS,"Aug 19, 2016","Feb 18, 2016"
530107,OAS,"Jan 20, 2017","Feb 18, 2016"
530147,OAS,"Jan 19, 2018","Feb 18, 2016"
534449,OII,"Feb 19, 2016","Feb 18, 2016"
534467,OII,"Mar 18, 2016","Feb 18, 2016"
534483,OII,"Apr 15, 2016","Feb 18, 2016"
534503,OII,"Jul 15, 2016","Feb 18, 2016"
534717,OIS,"Feb 19, 2016","Feb 18, 2016"
534733,OIS,"Mar 18, 2016","Feb 18, 2016"
534753,OIS,"Jun 17, 2016","Feb 18, 2016"
534771,OIS,"Sep 16, 2016","Feb 18, 2016"
536615,OMER,"Feb 19, 2016","Feb 18, 2016"
536691,OMER,"Mar 18, 2016","Feb 18, 2016"
536731,OMER,"May 20, 2016","Feb 18, 2016"
536791,OMER,"Aug 19, 2016","Feb 18, 2016"
538043,OPK,"Feb 19, 2016","Feb 18, 2016"
538113,OPK,"Feb 26, 2016","Feb 18, 2016"
538181,OPK,"Mar 04, 2016","Feb 18, 2016"
538245,OPK,"Mar 11, 2016","Feb 18, 2016"
538309,OPK,"Mar 18, 2016","Feb 18, 2016"
538375,OPK,"Mar 24, 2016","Feb 18, 2016"
538439,OPK,"Apr 01, 2016","Feb 18, 2016"
538503,OPK,"Jun 17, 2016","Feb 18, 2016"
538547,OPK,"Sep 16, 2016","Feb 18, 2016"
538579,OPK,"Jan 20, 2017","Feb 18, 2016"
538607,OPK,"Jan 19, 2018","Feb 18, 2016"
547333,PAYC,"Feb 19, 2016","Feb 18, 2016"
547353,PAYC,"Mar 18, 2016","Feb 18, 2016"
547369,PAYC,"May 20, 2016","Feb 18, 2016"
547393,PAYC,"Aug 19, 2016","Feb 18, 2016"
549103,PBYI,"Feb 19, 2016","Feb 18, 2016"
549301,PBYI,"Feb 26, 2016","Feb 18, 2016"
549471,PBYI,"Mar 04, 2016","Feb 18, 2016"
549559,PBYI,"Mar 11, 2016","Feb 18, 2016"
549645,PBYI,"Mar 18, 2016","Feb 18, 2016"
549705,PBYI,"Mar 24, 2016","Feb 18, 2016"
549791,PBYI,"Apr 01, 2016","Feb 18, 2016"
549893,PBYI,"Jun 17, 2016","Feb 18, 2016"
549945,PBYI,"Sep 16, 2016","Feb 18, 2016"
555359,PCRX,"Feb 19, 2016","Feb 18, 2016"
555401,PCRX,"Mar 18, 2016","Feb 18, 2016"
555429,PCRX,"May 20, 2016","Feb 18, 2016"
555471,PCRX,"Aug 19, 2016","Feb 18, 2016"
555535,PCTY,"Feb 19, 2016","Feb 18, 2016"
555555,PCTY,"Mar 18, 2016","Feb 18, 2016"
555573,PCTY,"May 20, 2016","Feb 18, 2016"
555599,PCTY,"Aug 19, 2016","Feb 18, 2016"
555801,PDCE,"Feb 19, 2016","Feb 18, 2016"
555825,PDCE,"Mar 18, 2016","Feb 18, 2016"
555845,PDCE,"Apr 15, 2016","Feb 18, 2016"
555867,PDCE,"Jul 15, 2016","Feb 18, 2016"
557341,PENN,"Feb 19, 2016","Feb 18, 2016"
557379,PENN,"Mar 18, 2016","Feb 18, 2016"
557417,PENN,"Apr 15, 2016","Feb 18, 2016"
557459,PENN,"Jul 15, 2016","Feb 18, 2016"
560801,PFPT,"Feb 19, 2016","Feb 18, 2016"
560829,PFPT,"Mar 18, 2016","Feb 18, 2016"
560855,PFPT,"May 20, 2016","Feb 18, 2016"
560891,PFPT,"Aug 19, 2016","Feb 18, 2016"
570839,PODD,"Feb 19, 2016","Feb 18, 2016"
570857,PODD,"Mar 18, 2016","Feb 18, 2016"
570875,PODD,"Jun 17, 2016","Feb 18, 2016"
570895,PODD,"Sep 16, 2016","Feb 18, 2016"
575147,PRLB,"Feb 19, 2016","Feb 18, 2016"
575173,PRLB,"Mar 18, 2016","Feb 18, 2016"
575197,PRLB,"Apr 15, 2016","Feb 18, 2016"
575227,PRLB,"Jul 15, 2016","Feb 18, 2016"
575433,PRO,"Feb 19, 2016","Feb 18, 2016"
575455,PRO,"Mar 18, 2016","Feb 18, 2016"
575477,PRO,"May 20, 2016","Feb 18, 2016"
575501,PRO,"Aug 19, 2016","Feb 18, 2016"
575849,PRTY,"Feb 19, 2016","Feb 18, 2016"
575867,PRTY,"Mar 18, 2016","Feb 18, 2016"
575885,PRTY,"Apr 15, 2016","Feb 18, 2016"
575909,PRTY,"Jul 15, 2016","Feb 18, 2016"
579141,PTCT,"Feb 19, 2016","Feb 18, 2016"
579205,PTCT,"Mar 18, 2016","Feb 18, 2016"
579279,PTCT,"Jun 17, 2016","Feb 18, 2016"
579337,PTCT,"Sep 16, 2016","Feb 18, 2016"
579395,PTCT,"Jan 20, 2017","Feb 18, 2016"
579417,PTCT,"Jan 19, 2018","Feb 18, 2016"
580101,PTLA,"Feb 19, 2016","Feb 18, 2016"
580135,PTLA,"Mar 18, 2016","Feb 18, 2016"
580167,PTLA,"Apr 15, 2016","Feb 18, 2016"
580197,PTLA,"Jun 17, 2016","Feb 18, 2016"
580223,PTLA,"Sep 16, 2016","Feb 18, 2016"
585653,QDEL,"Feb 19, 2016","Feb 18, 2016"
585667,QDEL,"Mar 18, 2016","Feb 18, 2016"
585683,QDEL,"Jun 17, 2016","Feb 18, 2016"
585707,QDEL,"Sep 16, 2016","Feb 18, 2016"
585727,QEP,"Feb 19, 2016","Feb 18, 2016"
585765,QEP,"Mar 18, 2016","Feb 18, 2016"
585819,QEP,"Jun 17, 2016","Feb 18, 2016"
585875,QEP,"Sep 16, 2016","Feb 18, 2016"
585921,QEP,"Jan 20, 2017","Feb 18, 2016"
585949,QEP,"Jan 19, 2018","Feb 18, 2016"
588765,QLYS,"Feb 19, 2016","Feb 18, 2016"
588787,QLYS,"Mar 18, 2016","Feb 18, 2016"
588817,QLYS,"Jun 17, 2016","Feb 18, 2016"
588843,QLYS,"Sep 16, 2016","Feb 18, 2016"
591701,QTWO,"Feb 19, 2016","Feb 18, 2016"
591719,QTWO,"Mar 18, 2016","Feb 18, 2016"
591733,QTWO,"May 20, 2016","Feb 18, 2016"
591751,QTWO,"Aug 19, 2016","Feb 18, 2016"
594321,RARE,"Feb 19, 2016","Feb 18, 2016"
594385,RARE,"Mar 18, 2016","Feb 18, 2016"
594421,RARE,"May 20, 2016","Feb 18, 2016"
594485,RARE,"Aug 19, 2016","Feb 18, 2016"
597213,RDNT,"Feb 19, 2016","Feb 18, 2016"
597223,RDNT,"Mar 18, 2016","Feb 18, 2016"
597233,RDNT,"Jun 17, 2016","Feb 18, 2016"
597241,RDNT,"Sep 16, 2016","Feb 18, 2016"
597613,RDUS,"Feb 19, 2016","Feb 18, 2016"
597649,RDUS,"Mar 18, 2016","Feb 18, 2016"
597673,RDUS,"Apr 15, 2016","Feb 18, 2016"
597717,RDUS,"Jul 15, 2016","Feb 18, 2016"
598553,REGI,"Feb 19, 2016","Feb 18, 2016"
598567,REGI,"Mar 18, 2016","Feb 18, 2016"
598579,REGI,"Apr 15, 2016","Feb 18, 2016"
598593,REGI,"Jul 15, 2016","Feb 18, 2016"
602517,RGEN,"Feb 19, 2016","Feb 18, 2016"
602539,RGEN,"Mar 18, 2016","Feb 18, 2016"
602555,RGEN,"May 20, 2016","Feb 18, 2016"
602579,RGEN,"Aug 19, 2016","Feb 18, 2016"
603151,RH,"Feb 19, 2016","Feb 18, 2016"
603193,RH,"Mar 18, 2016","Feb 18, 2016"
603219,RH,"May 20, 2016","Feb 18, 2016"
603271,RH,"Aug 19, 2016","Feb 18, 2016"
603311,RH,"Jan 20, 2017","Feb 18, 2016"
603365,RH,"Jan 19, 2018","Feb 18, 2016"
608716,ROG,"Feb 19, 2016","Feb 18, 2016"
608736,ROG,"Mar 18, 2016","Feb 18, 2016"
608760,ROG,"Jun 17, 2016","Feb 18, 2016"
608782,ROG,"Sep 16, 2016","Feb 18, 2016"
610290,RPD,"Feb 19, 2016","Feb 18, 2016"
610312,RPD,"Mar 18, 2016","Feb 18, 2016"
610334,RPD,"May 20, 2016","Feb 18, 2016"
610356,RPD,"Aug 19, 2016","Feb 18, 2016"
622756,SAGE,"Feb 19, 2016","Feb 18, 2016"
622798,SAGE,"Mar 18, 2016","Feb 18, 2016"
622818,SAGE,"May 20, 2016","Feb 18, 2016"
622852,SAGE,"Aug 19, 2016","Feb 18, 2016"
622946,SAIA,"Feb 19, 2016","Feb 18, 2016"
622966,SAIA,"Mar 18, 2016","Feb 18, 2016"
622994,SAIA,"Jun 17, 2016","Feb 18, 2016"
